"state_name","district_name","market_name","variety","group","arrival_tonnes","min_price_rs_quintal","max_price_rs_quintal","modal_price_rs_quintal","reported_date","commodity_name"
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Wheat Atta
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Wheat Atta
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Knool Khol
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Knool Khol
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Knool Khol
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Knool Khol
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Knool Khol
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Knool Khol
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Turnip
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Turnip
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Turnip
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Turnip
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Turnip
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Turnip
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Cauliflower
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Cauliflower
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Cauliflower
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Cauliflower
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Cauliflower
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Cauliflower
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Wheat
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Wheat
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Wheat
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Wheat
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Wheat
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Wheat
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Honge seed
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Honge seed
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Honge seed
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Honge seed
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Honge seed
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Honge seed
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Corriander seed
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Corriander seed
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Corriander seed
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Corriander seed
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Corriander seed
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Corriander seed
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Balekai
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Balekai
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Balekai
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Balekai
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Balekai
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Balekai
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Tobacco
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Tobacco
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Tobacco
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Tobacco
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Tobacco
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Tobacco
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Coffee
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Coffee
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Coffee
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Coffee
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Coffee
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Coffee
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Maize
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Maize
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Maize
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Maize
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Maize
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Maize
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Carrot
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Carrot
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Carrot
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Carrot
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Carrot
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Carrot
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Cashewnuts
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Cashewnuts
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Cashewnuts
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Cashewnuts
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Cashewnuts
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Cashewnuts
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Jamun(Narale Hannu)
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Jamun(Narale Hannu)
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Jamun(Narale Hannu)
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Jamun(Narale Hannu)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Jamun(Narale Hannu)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Jamun(Narale Hannu)
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Tender Coconut
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Tender Coconut
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Tender Coconut
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Tender Coconut
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Tender Coconut
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Tender Coconut
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Cherry
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Cherry
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Cherry
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Cherry
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Cherry
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Cherry
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Litchi
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Litchi
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Litchi
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Litchi
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Litchi
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Litchi
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Gurellu
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Gurellu
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Gurellu
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Gurellu
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Gurellu
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Gurellu
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Soanf
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Soanf
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Soanf
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Soanf
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Soanf
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Soanf
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Bengal Gram Dal (Chana Dal)
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Bengal Gram Dal (Chana Dal)
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Bengal Gram Dal (Chana Dal)
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Bengal Gram Dal (Chana Dal)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Bengal Gram Dal (Chana Dal)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Bengal Gram Dal (Chana Dal)
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Surat Beans (Papadi)
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Surat Beans (Papadi)
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Surat Beans (Papadi)
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Surat Beans (Papadi)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Surat Beans (Papadi)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Surat Beans (Papadi)
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,White Peas
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,White Peas
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,White Peas
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,White Peas
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,White Peas
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,White Peas
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Anthorium
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Anthorium
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Anthorium
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Anthorium
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Anthorium
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Anthorium
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Lukad
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Lukad
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Lukad
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Lukad
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Lukad
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Lukad
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Lotus
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Lotus
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Lotus
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Lotus
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Lotus
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Lotus
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Castor Seed
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Castor Seed
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Castor Seed
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Castor Seed
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Castor Seed
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Castor Seed
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Gingelly Oil
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Gingelly Oil
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Gingelly Oil
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Gingelly Oil
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Gingelly Oil
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Gingelly Oil
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Sunhemp
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Sunhemp
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Sunhemp
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Sunhemp
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Sunhemp
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Sunhemp
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Goat
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Goat
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Goat
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Goat
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Goat
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Goat
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Soyabean
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Soyabean
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Soyabean
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Soyabean
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Soyabean
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Soyabean
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Coconut Oil
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Coconut Oil
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Coconut Oil
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Coconut Oil
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Coconut Oil
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Coconut Oil
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Ghee
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Ghee
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Ghee
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Ghee
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Ghee
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Ghee
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Jowar(Sorghum)
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Jowar(Sorghum)
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Jowar(Sorghum)
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Jowar(Sorghum)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Jowar(Sorghum)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Jowar(Sorghum)
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Black pepper
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Black pepper
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Black pepper
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Black pepper
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Black pepper
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Black pepper
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Green Gram (Moong)(Whole)
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Green Gram (Moong)(Whole)
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Green Gram (Moong)(Whole)
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Green Gram (Moong)(Whole)
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Green Gram (Moong)(Whole)
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Green Gram (Moong)(Whole)
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Tomato
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Tomato
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Tomato
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Tomato
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Tomato
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Tomato
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Jute
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Jute
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Jute
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Jute
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Jute
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Jute
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Plum
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Plum
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Plum
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Plum
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Plum
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Plum
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Raibel
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Raibel
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Raibel
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Raibel
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Raibel
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Raibel
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Toria
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Toria
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Toria
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Toria
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Toria
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Toria
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Gladiolus Cut Flower
Kerala,Wayanad,Kalpetta,Other,Vegetables,"13.00","2400","2500","2500",2022-07-14,Gladiolus Cut Flower
Kerala,Idukki,Kattappana,Other,Vegetables,"4.90","1800","2300","2100",2022-07-14,Gladiolus Cut Flower
Kerala,Kollam,Kollam,Other,Vegetables,"0.30","5000","5500","5300",2022-07-14,Gladiolus Cut Flower
Telangana,Hyderabad,Erragadda(Rythu Bazar),Other,Vegetables,"3.00","2800","2800","2800",2022-07-14,Gladiolus Cut Flower
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,Vegetables,"0.30","280","2800","2800",2022-07-14,Gladiolus Cut Flower
Gujarat,Surat,Surat,Other,Vegetables,"1.00","4000","7500","5750",2022-07-14,Kankambra
